Date,Store Location,Product Category,Customer Type,Customer Age,Gender,Payment Method,Units Sold,Price per Unit (INR),Cost per Unit (INR),Discount (%),City Tier,Discount Amount (INR),Effective Price per Unit (INR),Total Revenue (INR),Total Cost (INR),Gross Profit (INR),Company Name,Market Share (%),Stock Turnover Ratio,Purchase Type,Sales Channel,Break-even Units,Discount Effectiveness (%),Age Group,Revenue Before Discount,Price Range,Discount Range,Month Name,Avg_Diamond_Discount
10/26/2024 12:00:00 AM,Delhi,Platinum,New,59,Male,Cash,2,100000,40000,15,Tier-1,15000,85000,170000,80000,90000,Malabar Gold & Diamonds,0.0762053706,2.50E-05,Planned,Offline,1.333333333,6,56+,185000,50K+,10-20%,"October,2024",
11/3/2024 00:00:00,Delhi,Platinum,Returning,23,Other,Credit Card,14,75000,12000,5,Tier-1,3750,71250,997500,168000,829500,Senco Gold & Diamonds,0.4471462187,8.33E-05,Planned,Online,2.666666667,221.2,18-25,1001250,50K+,0-10%,"November,2024",
11/4/2024 00:00:00,Chennai,Platinum,Returning,60,Female,Credit Card,8,75000,80000,2,Tier-1,1500,73500,588000,640000,-52000,Malabar Gold & Diamonds,0.2635809289,1.25E-05,Planned,Online,-128,-34.66666667,56+,589500,50K+,0-10%,"November,2024",
11/6/2024 00:00:00,Mumbai,Platinum,Returning,48,Other,UPI,9,50000,60000,14,Tier-1,7000,43000,387000,540000,-153000,Malabar Gold & Diamonds,0.1734792848,1.67E-05,Impulse,Online,-54,-21.85714286,46-55,394000,50K+,10-20%,"November,2024",
11/11/2024 00:00:00,Chennai,Platinum,Returning,41,Other,Cash,8,100000,60000,5,Tier-1,5000,95000,760000,480000,280000,PC Jeweller,0.3406828333,1.67E-05,Planned,Offline,12,56,36-45,765000,50K+,0-10%,"November,2024",
11/14/2024 12:00:00 AM,Hyderabad,Platinum,New,64,Male,Credit Card,13,100000,12000,7,Tier-1,7000,93000,1209000,156000,1053000,Kalyan Jewellers,0.5419546651,8.33E-05,Planned,Online,1.772727273,150.4285714,56+,1216000,50K+,0-10%,"November,2024",
11/19/2024 12:00:00 AM,Chennai,Platinum,Returning,29,Female,Cash,11,100000,12000,8,Tier-1,8000,92000,1012000,132000,880000,Malabar Gold & Diamonds,0.4536460885,8.33E-05,Planned,Offline,1.5,110,26-35,1020000,50K+,0-10%,"November,2024",
11/22/2024 12:00:00 AM,Hyderabad,Platinum,Returning,55,Other,Cash,7,75000,60000,15,Tier-1,11250,63750,446250,420000,26250,Kalyan Jewellers,0.2000390978,1.67E-05,Planned,Offline,28,2.333333333,46-55,457500,50K+,10-20%,"November,2024",
11/23/2024 12:00:00 AM,Delhi,Platinum,Returning,20,Female,UPI,6,15000,12000,6,Tier-1,900,14100,84600,72000,12600,Senco Gold & Diamonds,0.03792337855,8.33E-05,Impulse,Online,24,14,18-25,85500,50K+,0-10%,"November,2024",
12/4/2024 00:00:00,Chennai,Platinum,Returning,50,Other,Cash,11,100000,40000,8,Tier-1,8000,92000,1012000,440000,572000,Senco Gold & Diamonds,0.4536460885,2.50E-05,Planned,Offline,7.333333333,71.5,46-55,1020000,50K+,0-10%,"December,2024",
12/14/2024 12:00:00 AM,Chennai,Platinum,Returning,19,Female,Net Banking,17,3000,2000,16,Tier-1,480,2520,42840,34000,8840,Senco Gold & Diamonds,0.01920375339,0.0005,Impulse,Online,34,18.41666667,18-25,43320,25K-50K,10-20%,"December,2024",
12/16/2024 12:00:00 AM,Hyderabad,Platinum,Returning,63,Male,Credit Card,6,100000,12000,9,Tier-1,9000,91000,546000,72000,474000,Senco Gold & Diamonds,0.2447537197,8.33E-05,Planned,Online,0.8181818182,52.66666667,56+,555000,50K+,0-10%,"December,2024",
12/21/2024 12:00:00 AM,Kolkata,Platinum,Returning,50,Other,Credit Card,15,50000,80000,18,Tier-1,9000,41000,615000,1200000,-585000,Kalyan Jewellers,0.2756841348,1.25E-05,Impulse,Online,-40,-65,46-55,624000,50K+,10-20%,"December,2024",
12/22/2024 12:00:00 AM,Kolkata,Platinum,Returning,36,Other,Net Banking,12,75000,60000,11,Tier-1,8250,66750,801000,720000,81000,Kalyan Jewellers,0.3590617756,1.67E-05,Planned,Online,48,9.818181818,36-45,809250,50K+,10-20%,"December,2024",
12/25/2024 12:00:00 AM,Bangalore,Platinum,New,34,Female,Cash,6,50000,2000,8,Tier-1,4000,46000,276000,12000,264000,Tanishq,0.1237216605,0.0005,Impulse,Offline,0.25,66,26-35,280000,50K+,0-10%,"December,2024",
12/28/2024 12:00:00 AM,Mumbai,Platinum,New,44,Other,Cash,12,3000,60000,6,Tier-1,180,2820,33840,720000,-686160,Kalyan Jewellers,0.01516935142,1.67E-05,Impulse,Offline,-12.63157895,-3812,36-45,34020,25K-50K,0-10%,"December,2024",
12/30/2024 12:00:00 AM,Kolkata,Platinum,New,46,Male,Net Banking,2,15000,80000,1,Tier-1,150,14850,29700,160000,-130300,Tanishq,0.01331352651,1.25E-05,Impulse,Online,-2.461538462,-868.6666667,46-55,29850,25K-50K,0-10%,"December,2024",
12/31/2024 12:00:00 AM,Hyderabad,Platinum,Returning,21,Female,Cash,8,50000,80000,6,Tier-1,3000,47000,376000,640000,-264000,PC Jeweller,0.1685483491,1.25E-05,Impulse,Offline,-21.33333333,-88,18-25,379000,50K+,0-10%,"December,2024",
1/1/2025 00:00:00,Mumbai,Platinum,New,41,Male,Net Banking,17,100000,40000,12,Tier-1,12000,88000,1496000,680000,816000,Senco Gold & Diamonds,0.6706072613,2.50E-05,Planned,Online,11.33333333,68,36-45,1508000,50K+,10-20%,"January,2025",
1/2/2025 00:00:00,Bangalore,Platinum,Returning,47,Other,Credit Card,17,3000,80000,15,Tier-1,450,2550,43350,1360000,-1316650,Tanishq,0.0194323695,1.25E-05,Impulse,Online,-17.66233766,-2925.888889,46-55,43800,25K-50K,10-20%,"January,2025",
1/13/2025 12:00:00 AM,Delhi,Platinum,Returning,49,Other,Cash,15,50000,40000,1,Tier-1,500,49500,742500,600000,142500,Tanishq,0.3328381628,2.50E-05,Impulse,Offline,60,285,46-55,743000,50K+,0-10%,"January,2025",
1/18/2025 12:00:00 AM,Kolkata,Platinum,New,49,Male,UPI,7,75000,60000,12,Tier-1,9000,66000,462000,420000,42000,Senco Gold & Diamonds,0.2070993013,1.67E-05,Planned,Online,28,4.666666667,46-55,471000,50K+,10-20%,"January,2025",
1/19/2025 12:00:00 AM,Hyderabad,Platinum,New,37,Female,Cash,12,75000,2000,9,Tier-1,6750,68250,819000,24000,795000,Kalyan Jewellers,0.3671305796,0.0005,Planned,Offline,0.3287671233,117.7777778,36-45,825750,50K+,0-10%,"January,2025",
1/22/2025 12:00:00 AM,Mumbai,Platinum,New,39,Female,Net Banking,17,50000,40000,9,Tier-1,4500,45500,773500,680000,93500,Tanishq,0.3467344363,2.50E-05,Impulse,Online,68,20.77777778,36-45,778000,50K+,0-10%,"January,2025",
1/23/2025 12:00:00 AM,Delhi,Platinum,New,31,Male,Net Banking,1,50000,60000,0,Tier-1,0,50000,50000,60000,-10000,Malabar Gold & Diamonds,0.0224133443,1.67E-05,Impulse,Online,-6,0,26-35,50000,25K-50K,0-10%,"January,2025",
1/24/2025 12:00:00 AM,Hyderabad,Platinum,Returning,39,Female,Net Banking,9,75000,12000,19,Tier-1,14250,60750,546750,108000,438750,Senco Gold & Diamonds,0.2450899199,8.33E-05,Planned,Online,1.714285714,30.78947368,36-45,561000,50K+,10-20%,"January,2025",
1/26/2025 12:00:00 AM,Chennai,Platinum,Returning,20,Female,UPI,19,100000,60000,17,Tier-1,17000,83000,1577000,1140000,437000,PC Jeweller,0.7069168791,1.67E-05,Planned,Online,28.5,25.70588235,18-25,1594000,50K+,10-20%,"January,2025",
1/27/2025 12:00:00 AM,Hyderabad,Platinum,Returning,58,Female,Credit Card,17,100000,60000,11,Tier-1,11000,89000,1513000,1020000,493000,Kalyan Jewellers,0.6782277984,1.67E-05,Planned,Online,25.5,44.81818182,56+,1524000,50K+,10-20%,"January,2025",
1/30/2025 12:00:00 AM,Kolkata,Platinum,Returning,37,Female,Cash,12,50000,40000,13,Tier-1,6500,43500,522000,480000,42000,Kalyan Jewellers,0.2339953144,2.50E-05,Impulse,Offline,48,6.461538462,36-45,528500,50K+,10-20%,"January,2025",
2/3/2025 00:00:00,Mumbai,Platinum,New,55,Female,Cash,10,15000,40000,19,Tier-1,2850,12150,121500,400000,-278500,Malabar Gold & Diamonds,0.05446442664,2.50E-05,Impulse,Offline,-16,-97.71929825,46-55,124350,50K+,10-20%,"February,2025",
2/6/2025 00:00:00,Mumbai,Platinum,Returning,59,Other,Net Banking,18,3000,60000,13,Tier-1,390,2610,46980,1080000,-1033020,Malabar Gold & Diamonds,0.0210595783,1.67E-05,Impulse,Online,-18.94736842,-2648.769231,56+,47370,25K-50K,10-20%,"February,2025",
2/10/2025 00:00:00,Chennai,Platinum,New,18,Other,Cash,6,50000,60000,11,Tier-1,5500,44500,267000,360000,-93000,PC Jeweller,0.1196872585,1.67E-05,Impulse,Offline,-36,-16.90909091,18-25,272500,50K+,10-20%,"February,2025",
2/13/2025 12:00:00 AM,Bangalore,Platinum,Returning,28,Male,Credit Card,9,15000,40000,3,Tier-1,450,14550,130950,360000,-229050,Senco Gold & Diamonds,0.05870054871,2.50E-05,Impulse,Online,-14.4,-509,26-35,131400,50K+,0-10%,"February,2025",
2/18/2025 12:00:00 AM,Hyderabad,Platinum,New,57,Male,Credit Card,19,3000,40000,8,Tier-1,240,2760,52440,760000,-707560,Malabar Gold & Diamonds,0.0235071155,2.50E-05,Impulse,Online,-20.54054054,-2948.166667,56+,52680,50K+,0-10%,"February,2025",
2/21/2025 12:00:00 AM,Mumbai,Platinum,Returning,30,Male,Credit Card,11,15000,40000,9,Tier-1,1350,13650,150150,440000,-289850,PC Jeweller,0.06730727292,2.50E-05,Impulse,Online,-17.6,-214.7037037,26-35,151500,50K+,0-10%,"February,2025",
2/28/2025 12:00:00 AM,Delhi,Platinum,New,51,Female,Net Banking,9,3000,12000,15,Tier-1,450,2550,22950,108000,-85050,Malabar Gold & Diamonds,0.01028772503,8.33E-05,Impulse,Online,-12,-189,46-55,23400,10K-25K,10-20%,"February,2025",
3/1/2025 00:00:00,Chennai,Platinum,New,29,Other,Net Banking,19,100000,80000,12,Tier-1,12000,88000,1672000,1520000,152000,Kalyan Jewellers,0.7495022332,1.25E-05,Planned,Online,76,12.66666667,26-35,1684000,50K+,10-20%,"March,2025",
3/2/2025 00:00:00,Chennai,Platinum,Returning,51,Other,UPI,13,100000,2000,7,Tier-1,7000,93000,1209000,26000,1183000,Tanishq,0.5419546651,0.0005,Planned,Online,0.2653061224,169,46-55,1216000,50K+,0-10%,"March,2025",
3/8/2025 00:00:00,Delhi,Platinum,Returning,26,Female,UPI,6,100000,2000,9,Tier-1,9000,91000,546000,12000,534000,Tanishq,0.2447537197,0.0005,Planned,Online,0.1224489796,59.33333333,26-35,555000,50K+,0-10%,"March,2025",
3/13/2025 12:00:00 AM,Kolkata,Platinum,Returning,52,Female,UPI,16,3000,2000,12,Tier-1,360,2640,42240,32000,10240,Senco Gold & Diamonds,0.01893479326,0.0005,Impulse,Online,32,28.44444444,46-55,42600,25K-50K,10-20%,"March,2025",
3/19/2025 12:00:00 AM,Chennai,Platinum,New,63,Male,Net Banking,8,100000,2000,9,Tier-1,9000,91000,728000,16000,712000,Senco Gold & Diamonds,0.3263382929,0.0005,Planned,Online,0.1632653061,79.11111111,56+,737000,50K+,0-10%,"March,2025",
3/22/2025 12:00:00 AM,Chennai,Platinum,New,60,Female,Cash,10,75000,2000,6,Tier-1,4500,70500,705000,20000,685000,Senco Gold & Diamonds,0.3160281546,0.0005,Planned,Offline,0.2739726027,152.2222222,56+,709500,50K+,0-10%,"March,2025",
3/26/2025 12:00:00 AM,Bangalore,Platinum,Returning,47,Female,UPI,18,15000,40000,3,Tier-1,450,14550,261900,720000,-458100,Malabar Gold & Diamonds,0.1174010974,2.50E-05,Impulse,Online,-28.8,-1018,46-55,262350,50K+,0-10%,"March,2025",
3/31/2025 12:00:00 AM,Kolkata,Platinum,Returning,49,Other,Cash,2,100000,80000,12,Tier-1,12000,88000,176000,160000,16000,Tanishq,0.07889497192,1.25E-05,Planned,Offline,8,1.333333333,46-55,188000,50K+,10-20%,"March,2025",
4/4/2025 00:00:00,Mumbai,Platinum,New,52,Other,UPI,9,100000,80000,11,Tier-1,11000,89000,801000,720000,81000,Malabar Gold & Diamonds,0.3590617756,1.25E-05,Planned,Online,36,7.363636364,46-55,812000,50K+,10-20%,"April,2025",
4/5/2025 00:00:00,Kolkata,Platinum,New,39,Male,UPI,19,15000,12000,7,Tier-1,1050,13950,265050,228000,37050,Malabar Gold & Diamonds,0.1188131381,8.33E-05,Impulse,Online,76,35.28571429,36-45,266100,50K+,0-10%,"April,2025",
4/6/2025 00:00:00,Chennai,Platinum,Returning,22,Female,Cash,14,100000,12000,9,Tier-1,9000,91000,1274000,168000,1106000,Kalyan Jewellers,0.5710920127,8.33E-05,Planned,Offline,1.909090909,122.8888889,18-25,1283000,50K+,0-10%,"April,2025",
